,Unnamed: 0,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift,post_district,comment,country_code,region,town,lat,lng
2312,1303,1341,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,3386.18,25.46,4 Dec 2023,19,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2313,1303,1341,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,3386.18,25.46,4 Dec 2023,19,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
2314,1304,1342,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","""Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).""

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4636.8,27.6,4 Dec 2023,24,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2315,1304,1342,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","""Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).""

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4636.8,27.6,4 Dec 2023,24,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
2316,1305,1343,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4277.28,25.46,4 Dec 2023,24,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2317,1305,1343,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4277.28,25.46,4 Dec 2023,24,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
2318,1306,1344,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4277.28,25.46,4 Dec 2023,24,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2319,1306,1344,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,4277.28,25.46,4 Dec 2023,24,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
2320,1307,1346,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,1069.32,25.46,4 Dec 2023,6,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2321,1307,1346,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,1069.32,25.46,4 Dec 2023,6,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
2322,1308,1347,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Kontrolle der Wareneingängen, Produkten und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Kunden und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,St. Gallen,9000,1255.8,27.6,4 Dec 2023,6,St. Gallen,,CH,SG,St. Gallen,47.4245626,9.3748965
2323,1309,1348,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft im Lebensmittelbereich Frische 
 Gastgeberin für einzigartiges Einkaufserlebnis 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – Präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 07 : 00 - 19 : 00 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Basel,4001,6665.4,27.6,5 Dec 2023,23,Basel 1 Rüdengasse,,CH,BS,Basel,47.5569389,7.5888067
2324,1310,1349,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben :
 Aktive Beratung und Bedienung der anspruchsvollen Kundschaft im Lebensmittelbereich Frische 
 Gastgeberin für einzigartiges Einkaufserlebnis 
 Durführung von Degustationen 
 Kontrolle der Wareneingänge , Produkte und Daten 
 Warenbewirtschaftung und – Präsentation ( inkl . Promotionen )
 Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften ( HACCP )

 Profil :
 Verkaufserfahrung im genannten Bereich von Vorteil 
 Teamfähige , selbständige , flexible und belastbare Persönlichkeit 
 Gepflegtes Erscheinungsbild , einwandfreie Umgangsformen und positive Ausstrahlung 
 Faszination für qualitativ hochwertige Lebensmittel 
 Kunden - und Dienstleistungsorientiert 
 Sehr gute Deutschkenntnisse , weitere Sprachen von Vorteil 

 Die Einsatztage - und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca . 1 - 3 Wochen im Voraus kommuniziert .
 Die Einsatztage in diesem Einsatz sind fiktiv .
 Sie müssen während der ganzen Zeit flexibel verfügbar sein ( jeweils zwischen 07 : 00 - 19 : 00 Uhr inkl . Samstag - und Sonntagseinsätze ).

 Als Dankeschön für deine Leistung bei Globus hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15 - 30 % auf das gesamte Sortiment inklusive Online Shop . Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt .",Detailhandel / Logistik,Basel,4001,6665.4,27.6,5 Dec 2023,23,Basel 1 Rüdengasse,,CH,BS,Basel,47.5569389,7.5888067
2325,1311,1350,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bearbeiten von Kundenbestellungen und –reklamationen
Durführung von Degustationen
Kontrolle der Wareneingänge, Produkte und Daten
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Einhaltung und Durchsetzung der gesetzlichen und betrieblichen Hygienerichtlinie und Vorschriften (HACCP)

Profil:
Verkaufserfahrung im Bereich Wein (Sommelier od. ähnlich)
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Lebensmittel
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert. 
Die Einsatztage in diesem Einsatz sind fiktiv. 
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 08:00-18:30 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Basel,4001,5871.9,27.6,5 Dec 2023,23,Basel 1 Rüdengasse,,CH,BS,Basel,47.5569389,7.5888067
2326,1312,1351,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,St. Gallen,9001,117.3,27.6,17 Dec 2023,1,St. Gallen 1 Fächer,PO box only,CH,SG,St. Gallen,47.4261923,9.3736763
2327,1313,1352,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,St. Gallen,9001,101.84,25.46,17 Dec 2023,1,St. Gallen 1 Fächer,PO box only,CH,SG,St. Gallen,47.4261923,9.3736763
2328,1314,1353,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,St. Gallen,9000,124.2,27.6,17 Dec 2023,1,St. Gallen,,CH,SG,St. Gallen,47.4245626,9.3748965
2329,1315,1354,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,St. Gallen,9001,101.84,25.46,17 Dec 2023,1,St. Gallen 1 Fächer,PO box only,CH,SG,St. Gallen,47.4261923,9.3736763
2330,1316,1355,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,1247.54,25.46,18 Dec 2023,7,Neugut b. Dübendorf,,CH,ZH,Wallisellen,47.4043222,8.6011114
2331,1316,1355,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
Verpackung der Kundeneinkäufe nach klaren Vorgaben

Profil:
Kundenorientiertes Auftreten
Schnelle Auffassungsgabe
Effizientes Arbeiten und unkompliziertes Umsetzen
Belastbarkeit
Kreativität für das Gestalten von Geschenkkörben

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Detailhandel / Logistik,Wallisellen,8304,1247.54,25.46,18 Dec 2023,7,Wallisellen,,CH,ZH,Wallisellen,47.4156189,8.5889722
